scoutId,regio2,regio3,street,houseNumber,geo_plz,totalRent,baseRent,serviceCharge,livingSpace,noRooms,floor,numberOfFloors,balcony,cellar,hasKitchen,garden,lift,petsAllowed,typeOfFlat,heatingType,condition,interiorQual,yearConstructed,lastRefurbish,newlyConst,energyEfficiencyClass,noParkSpaces
106877469,Berlin,Hellersdorf_Hellersdorf,Alte Hellersdorfer Str.,119,12629,717.2,518.99,198.21,69.4,3.0,4.0,,True,False,False,False,True,,apartment,district_heating,modernized,,1989.0,,False,,
111207802,Berlin,Steglitz_Steglitz,Muthesiusstra&szlig;e,9,12163,385.13,312.13,73.0,39.0,1.0,0.0,3.0,False,True,False,False,False,no,apartment,self_contained_central_heating,fully_renovated,sophisticated,1905.0,,False,,
107378945,Berlin,Tempelhof_Tempelhof,no_information,,12103,854.0,691.0,88.0,59.07,2.0,2.0,3.0,True,True,True,False,False,negotiable,apartment,central_heating,first_time_use_after_refurbishment,normal,1910.0,2018.0,False,,
107378909,Berlin,Mitte_Mitte,Klosterstra&szlig;e,65,10179,1790.0,1590.0,200.0,88.24,3.0,3.0,,True,True,True,False,True,,apartment,floor_heating,mint_condition,,2017.0,,True,A,1.0
109550670,Berlin,Wilmersdorf_Wilmersdorf,no_information,,10719,3953.67,3489.53,464.15,141.0,4.0,4.0,5.0,True,True,True,False,True,negotiable,apartment,district_heating,first_time_use_after_refurbishment,luxury,1906.0,2019.0,False,NO_INFORMATION,
114581806,Berlin,Tiergarten_Tiergarten,Heidestra&szlig;e,19,10557,1297.27,1117.51,119.84,59.92,2.0,4.0,5.0,True,True,True,False,True,negotiable,apartment,district_heating,first_time_use,sophisticated,2019.0,2019.0,True,C,
115705421,Berlin,Lichtenberg_Lichtenberg,Scheffelstra&szlig;e,10,10367,1000.0,750.0,,65.0,2.0,,,False,False,False,False,False,,apartment,,,,,,False,,
114393766,Berlin,Zehlendorf_Zehlendorf,Teltower Damm,203 b,14167,1544.06,1251.06,293.0,89.17,3.0,,3.0,False,False,False,False,False,,apartment,,well_kept,,,,False,,
109452177,Berlin,Charlottenburg_Charlottenburg,Kaiserdamm,28,14057,4255.0,3400.0,455.0,378.64,7.5,5.0,5.0,True,True,True,True,True,,maisonette,district_heating,mint_condition,luxury,1900.0,2012.0,False,C,
111413863,Berlin,Lankwitz_Steglitz,no_information,,12249,580.0,350.0,,67.0,2.0,,,False,False,False,False,False,,apartment,,,,,,False,,
111357453,Berlin,Lichterfelde_Steglitz,Oberhofer Platz,3,12207,830.0,725.0,105.0,59.0,2.0,2.0,3.0,False,True,True,True,False,no,apartment,central_heating,fully_renovated,luxury,1998.0,2018.0,False,,1.0
113870080,Berlin,Köpenick_Köpenick,no_information,,12557,1540.0,1260.0,,98.0,3.0,,,True,True,True,True,False,,apartment,,,,,,False,,
111179226,Berlin,Prenzlauer_Berg_Prenzlauer_Berg,K&auml;the-Niederkirchner Str.,1,10405,2275.78,1950.66,162.56,108.37,4.0,2.0,5.0,True,True,True,False,True,,apartment,central_heating,refurbished,sophisticated,1914.0,2018.0,False,,
113860404,Berlin,Alt_Hohenschönhausen_Hohenschönhausen,Suermondtstr.,37a,13053,696.97,529.98,166.99,59.5,2.0,3.0,,False,False,False,False,False,,apartment,,,,1996.0,,False,D,
110606500,Berlin,Karow_Weißensee,Achillesstr.,74,13125,879.5,659.88,219.62,80.18,3.0,0.0,,True,True,True,False,False,,ground_floor,district_heating,well_kept,,1997.0,,False,,
115147800,Berlin,Kreuzberg_Kreuzberg,Am Lokdepot,13,10965,2249.0,1799.0,450.0,115.0,3.0,3.0,5.0,True,False,True,False,True,no,apartment,central_heating,well_kept,,2016.0,,False,B,
113378295,Berlin,Wedding_Wedding,Br&uuml;sseler Str.,11,13353,1821.5,1499.0,322.5,129.0,3.0,3.0,5.0,True,False,True,False,False,negotiable,apartment,central_heating,well_kept,,1906.0,,False,NO_INFORMATION,
106845633,Berlin,Charlottenburg_Charlottenburg,no_information,,10629,7050.0,6325.0,725.0,253.0,5.5,6.0,6.0,True,True,True,False,True,,penthouse,floor_heating,,,2018.0,2018.0,True,B,
115187814,Berlin,Lichterfelde_Steglitz,Tulpenstra&szlig;e,4,12203,2550.0,2290.0,260.0,181.22,4.0,5.0,5.0,True,True,True,True,True,negotiable,penthouse,self_contained_central_heating,mint_condition,luxury,2011.0,2012.0,False,,
105906084,Berlin,Hermsdorf_Reinickendorf,Kurhausstra&szlig;e,36a,13467,1652.0,1234.0,269.0,117.49,4.0,1.0,2.0,True,True,True,False,False,,apartment,central_heating,well_kept,sophisticated,1990.0,,False,,1.0
95947379,Berlin,Wilmersdorf_Wilmersdorf,Seesener Str.,40-47,10711,1362.34,1080.86,183.9,75.06,2.0,2.0,6.0,True,True,True,False,True,,apartment,district_heating,first_time_use,sophisticated,2016.0,,False,B,
111197993,Berlin,Charlottenburg_Charlottenburg,Mierendorffstra&szlig;e,7,10589,718.62,488.62,175.0,66.57,1.5,5.0,5.0,True,True,True,False,True,negotiable,apartment,central_heating,fully_renovated,normal,1984.0,,False,G,
115473373,Berlin,Charlottenburg_Charlottenburg,Gotha Allee,57,14052,1200.0,995.0,105.0,60.0,2.0,2.0,3.0,True,True,True,False,False,negotiable,apartment,central_heating,fully_renovated,sophisticated,1960.0,2017.0,False,,1.0
84752988,Berlin,Prenzlauer_Berg_Prenzlauer_Berg,Schwedter Stra&szlig;e,46,10435,815.0,650.0,165.0,44.58,2.0,5.0,6.0,True,False,True,False,True,no,apartment,central_heating,modernized,sophisticated,1996.0,2014.0,False,,
107321814,Berlin,Friedrichshain_Friedrichshain,Warschauer Stra&szlig;e,46,10243,1146.9,1040.0,106.9,65.0,2.0,,,True,False,False,False,False,,,,,,,,False,,
105024029,Berlin,Schöneberg_Schöneberg,Bautzener Stra&szlig;e,38,10829,1781.9,1443.87,338.03,96.58,3.0,5.0,6.0,True,False,False,False,True,negotiable,apartment,central_heating,first_time_use,sophisticated,,,False,A,
115668180,Berlin,Siemensstadt_Spandau,Natalissteig,9,13629,669.19,432.19,124.0,61.13,2.0,2.0,2.0,True,False,True,False,False,negotiable,apartment,central_heating,well_kept,normal,1930.0,,False,E,
109757290,Berlin,Alt_Hohenschönhausen_Hohenschönhausen,Strausberger Str.,14B,13055,943.5,726.86,216.64,71.39,3.0,3.0,,False,True,False,False,False,,apartment,district_heating,fully_renovated,,1948.0,,False,,
113846419,Berlin,Prenzlauer_Berg_Prenzlauer_Berg,Prenzlauer Allee,210,10405,1850.0,1550.0,300.0,105.0,4.0,,,True,True,True,False,False,,other,gas_heating,,,,,False,,
112550087,Berlin,Französisch_Buchholz_Pankow,Schweizer Tal,54,13127,1250.0,1000.0,250.0,91.25,3.5,3.0,6.0,False,False,True,False,True,,apartment,central_heating,well_kept,,1997.0,,False,C,1.0
111343239,Berlin,Zehlendorf_Zehlendorf,Leuchtenburgstra&szlig;e,16,14165,770.0,570.0,200.0,50.0,2.0,3.0,3.0,True,True,True,True,False,negotiable,roof_storey,oil_heating,modernized,sophisticated,1968.0,2018.0,False,,1.0
107314891,Berlin,Zehlendorf_Zehlendorf,Brettnacher Stra&szlig;e,29,14167,700.0,600.0,38.0,42.51,1.0,3.0,3.0,True,True,True,False,False,,apartment,district_heating,well_kept,,1942.0,,False,C,
113665883,Berlin,Prenzlauer_Berg_Prenzlauer_Berg,no_information,,10435,2932.17,2498.0,434.17,135.68,2.0,,,True,True,True,True,False,negotiable,apartment,central_heating,first_time_use_after_refurbishment,luxury,1918.0,2019.0,False,,
111289479,Berlin,Oberschöneweide_Köpenick,Griechische Allee,1,12459,1199.0,1049.0,150.0,111.09,3.0,2.0,,False,False,False,False,False,,,,modernized,,1909.0,,False,,
110962469,Berlin,Wedding_Wedding,M&uuml;llerstr.,166,13353,1204.0,924.0,140.0,77.0,2.0,3.0,5.0,True,True,False,False,True,negotiable,apartment,central_heating,first_time_use_after_refurbishment,normal,1983.0,2019.0,False,,1.0
100526503,Berlin,Wedding_Wedding,T&uuml;rkenstr.,19,13349,1125.0,850.0,275.0,77.0,3.0,5.0,5.0,True,False,True,False,False,no,roof_storey,oil_heating,well_kept,normal,1906.0,2000.0,False,D,
111376705,Berlin,Staaken_Spandau,Zweiwinkelweg,26,13591,640.88,428.05,212.82,60.46,2.0,0.0,7.0,True,True,False,False,True,negotiable,ground_floor,central_heating,refurbished,normal,1969.0,,False,,
111392912,Berlin,Friedenau_Schöneberg,no_information,,12161,1020.0,790.0,155.0,77.71,2.5,3.0,5.0,True,True,True,False,True,negotiable,apartment,central_heating,well_kept,normal,1968.0,2002.0,False,C,
108060223,Berlin,Schöneberg_Schöneberg,Am Rathaus,6,10825,1400.0,1250.0,110.0,77.81,3.0,4.0,5.0,True,False,True,False,False,,apartment,central_heating,,,1954.0,,False,,
111356306,Berlin,Charlottenburg_Charlottenburg,Goethestra&szlig;e,76,10623,790.0,690.0,50.0,48.0,1.0,1.0,4.0,True,False,True,False,False,no,apartment,district_heating,well_kept,normal,1961.0,2015.0,False,,
113365535,Berlin,Tiergarten_Tiergarten,Heidestra&szlig;e,19,10557,2851.96,2487.88,242.72,121.36,5.0,4.0,5.0,True,False,True,False,True,negotiable,apartment,district_heating,first_time_use,sophisticated,2019.0,2019.0,True,C,
113863261,Berlin,Tiergarten_Tiergarten,Spenerstr.,38,10557,960.0,804.94,100.0,41.57,1.0,5.0,6.0,True,False,True,False,True,,apartment,district_heating,well_kept,sophisticated,1975.0,,False,F,
115429047,Berlin,Schöneberg_Schöneberg,no_information,,10779,1380.0,1100.0,280.0,82.0,3.0,3.0,5.0,True,True,True,False,False,no,apartment,central_heating,well_kept,normal,1900.0,,False,F,
106835236,Berlin,Tiergarten_Tiergarten,Stephanstra&szlig;e,26,10559,3119.81,2570.0,549.81,183.0,5.0,4.0,4.0,True,False,False,False,False,,apartment,central_heating,mint_condition,,1900.0,2018.0,False,,
113704573,Berlin,Friedrichsfelde_Lichtenberg,Einbecker Stra&szlig;e,43,10315,810.0,750.0,60.0,41.0,1.0,2.0,4.0,True,False,False,False,False,,apartment,self_contained_central_heating,,,1910.0,,False,G,
111250344,Berlin,Mitte_Mitte,Linienstra&szlig;e,221,10119,2126.0,1845.0,281.0,84.0,3.0,3.0,5.0,True,True,True,False,True,,apartment,floor_heating,first_time_use,luxury,2019.0,2019.0,True,,
113810540,Berlin,Karow_Weißensee,Achillesstr.,72,13125,737.18,545.08,192.1,68.22,2.0,2.0,,True,True,False,False,False,,apartment,district_heating,well_kept,,1997.0,,False,,
113072612,Berlin,Lichterfelde_Steglitz,Ferdinandstra&szlig;e,33,12209,1926.54,1651.32,275.22,137.61,4.0,2.0,4.0,True,False,True,False,True,yes,apartment,central_heating,modernized,normal,,,False,,1.0
115576697,Berlin,Prenzlauer_Berg_Prenzlauer_Berg,Dietrich-Bonhoeffer-Stra&szlig;e,17 A,10407,1860.0,1670.0,120.0,92.89,2.0,5.0,5.0,True,True,True,False,True,negotiable,roof_storey,,well_kept,sophisticated,1902.0,2014.0,False,,
59487908,Berlin,Lichtenrade_Tempelhof,Kloster-Zinna-Str.,6,12309,705.33,482.74,148.0,67.61,2.0,1.0,2.0,True,True,True,False,False,negotiable,apartment,central_heating,well_kept,normal,1974.0,,False,NO_INFORMATION,30.0
115666558,Berlin,Köpenick_Köpenick,Ottomar Geschke Strasse,20,12555,1689.77,1391.32,248.45,99.0,2.0,3.0,4.0,True,False,False,True,True,negotiable,maisonette,district_heating,first_time_use_after_refurbishment,sophisticated,1870.0,2019.0,False,,1.0
110809702,Berlin,Wedding_Wedding,Gerichtstra&szlig;e,65-68,13347,678.0,580.0,98.0,25.1,1.0,1.0,,False,True,True,False,False,no,apartment,,mint_condition,sophisticated,2018.0,2018.0,True,,
109126734,Berlin,Grunewald_Wilmersdorf,no_information,,14193,3320.0,2754.0,567.0,162.0,5.0,1.0,2.0,True,True,True,True,False,,maisonette,central_heating,fully_renovated,sophisticated,,2018.0,False,,
115538443,Berlin,Kaulsdorf_Hellersdorf,Hugo-Distler-Stra&szlig;e,28,12619,592.0,448.0,100.0,53.27,2.0,2.0,,False,True,False,False,False,,apartment,central_heating,,,1989.0,,False,G,
108883892,Berlin,Mitte_Mitte,Vo&szlig;stra&szlig;e,34,10117,3655.4,2834.8,820.6,149.2,3.0,3.0,4.0,True,False,True,True,True,yes,apartment,floor_heating,mint_condition,sophisticated,2015.0,,False,,
113342073,Berlin,Lichtenberg_Lichtenberg,Archibaldweg,22,10317,980.0,825.0,90.0,56.97,2.0,1.0,5.0,True,False,False,False,False,,apartment,self_contained_central_heating,,,1920.0,,False,D,
115537794,Berlin,Oberschöneweide_Köpenick,Tabbertstra&szlig;e,6C,12459,593.8,504.73,59.38,29.69,1.0,3.0,5.0,True,False,True,False,True,no,apartment,floor_heating,mint_condition,,2018.0,,False,B,
111261990,Berlin,Pankow_Pankow,Wisbyer Str.,71,10439,749.8,639.4,73.6,46.0,1.0,4.0,4.0,False,True,False,False,False,negotiable,apartment,central_heating,refurbished,sophisticated,1900.0,,False,D,
115658476,Berlin,Mitte_Mitte,Leipziger Str.,130,10117,1574.86,1221.32,353.54,64.28,2.0,7.0,7.0,False,False,True,False,True,,apartment,floor_heating,,,,,False,,
112714661,Berlin,Alt_Hohenschönhausen_Hohenschönhausen,Seefelder Str.,50,13053,493.56,328.05,165.51,61.0,3.0,20.0,,True,False,False,False,False,,apartment,,,,1983.0,,False,D,
115218050,Berlin,Kreuzberg_Kreuzberg,Schleiermacherstr.,3,10961,727.82,547.82,110.0,72.0,2.0,3.0,,True,False,False,False,False,negotiable,apartment,central_heating,well_kept,normal,1900.0,,False,,
111405161,Berlin,Tiergarten_Tiergarten,Hilda-Geiringer-Weg H,8,10557,3191.0,2800.0,391.0,133.0,4.0,4.0,6.0,True,True,True,False,True,,apartment,central_heating,,,2019.0,,True,B,1.0
108761417,Berlin,Karow_Weißensee,Am Hohen Feld,"125a
",13125,994.24,800.04,194.2,66.67,2.0,1.0,4.0,True,True,False,False,False,negotiable,apartment,central_heating,first_time_use,normal,,,False,B,
110618168,Berlin,Tiergarten_Tiergarten,Wilhelmshavener Str.,24,10551,759.0,649.0,70.0,51.0,2.0,3.0,4.0,False,False,False,False,False,negotiable,apartment,district_heating,modernized,normal,1918.0,2019.0,False,,
115401042,Berlin,Pankow_Pankow,no_information,,10439,1768.0,1540.0,228.0,110.0,3.0,4.0,4.0,False,False,False,False,False,,apartment,self_contained_central_heating,,normal,1900.0,,False,,
104621387,Berlin,Mitte_Mitte,no_information,,10115,2078.12,1798.17,179.82,108.98,3.0,2.0,,True,True,True,False,True,,apartment,central_heating,first_time_use,sophisticated,2018.0,,True,,
77959817,Berlin,Kreuzberg_Kreuzberg,K&ouml;penicker Stra&szlig;e,10,10997,1435.42,1241.44,,77.59,3.0,5.0,6.0,False,True,False,False,False,,apartment,district_heating,refurbished,sophisticated,1918.0,2019.0,False,,
107339828,Berlin,Prenzlauer_Berg_Prenzlauer_Berg,Gethsemanestr.,3,10437,1049.0,924.0,75.0,50.16,2.0,2.0,5.0,True,True,True,False,False,,apartment,,refurbished,luxury,,2017.0,False,,
89388312,Berlin,Zehlendorf_Zehlendorf,Riemeisterstra&szlig;e,4,14169,350.0,350.0,0.0,25.0,1.0,1.0,3.0,True,False,True,True,False,no,apartment,central_heating,well_kept,normal,,2011.0,False,,
111293720,Berlin,Charlottenburg_Charlottenburg,Reichsstra&szlig;e,102,14052,2252.78,1898.78,354.0,146.06,3.0,2.0,4.0,True,True,False,False,True,negotiable,apartment,district_heating,modernized,sophisticated,1965.0,,False,,1.0
107374290,Berlin,Adlershof_Treptow,D&ouml;rpfeldstra&szlig;e,49,12489,799.0,649.0,100.0,67.82,2.0,3.0,4.0,True,True,True,True,False,negotiable,apartment,central_heating,well_kept,sophisticated,1905.0,2014.0,False,,
113705881,Berlin,Tiergarten_Tiergarten,Birkenstra&szlig;e,10,10559,879.0,763.0,186.0,74.07,2.0,5.0,,True,False,False,False,False,negotiable,apartment,central_heating,modernized,sophisticated,1898.0,,False,,
105131256,Berlin,Marienfelde_Tempelhof,Kaiserallee,29,12277,979.0,825.0,90.0,55.97,2.0,2.0,2.0,True,True,True,False,True,negotiable,apartment,central_heating,first_time_use,sophisticated,2018.0,,True,,
83063676,Berlin,Tiergarten_Tiergarten,Flottwellstr.,36,10785,1880.88,1499.0,381.88,104.75,3.0,3.0,7.0,True,True,True,False,True,,apartment,district_heating,mint_condition,sophisticated,2015.0,,False,,1.0
115312081,Berlin,Charlottenburg_Charlottenburg,Tauroggener Stra&szlig;e,35b,10589,840.0,790.0,50.0,12.0,1.0,3.0,,False,False,True,False,False,no,apartment,central_heating,modernized,sophisticated,,,False,,
115136455,Berlin,Mitte_Mitte,Rathausstra&szlig;e,4,10178,3568.5,3008.15,560.0,170.45,3.0,4.0,4.0,True,True,True,False,True,negotiable,apartment,central_heating,mint_condition,sophisticated,2014.0,,False,,
115694164,Berlin,Reinickendorf_Reinickendorf,Romanshorner Weg,65,13407,763.6,543.72,219.88,64.9,2.0,2.0,,True,False,False,False,False,,apartment,district_heating,fully_renovated,,1931.0,,False,,
107363581,Berlin,Marzahn_Marzahn,Poelchaustr.,2,12681,561.3,378.84,182.46,52.5,2.0,13.0,,True,False,False,False,False,,apartment,district_heating,modernized,,1978.0,,False,,
114849925,Berlin,Hellersdorf_Hellersdorf,Mark-Twain-Str.,28,12627,696.01,530.62,165.39,57.39,2.0,1.0,,True,True,False,False,True,,apartment,district_heating,well_kept,,1987.0,,False,,
110104860,Berlin,Karow_Weißensee,Pfannschmitdtstr.,29,13125,952.0,749.0,203.0,74.06,3.0,2.0,,False,True,False,False,False,,apartment,central_heating,well_kept,,1997.0,,False,NO_INFORMATION,
111308299,Berlin,Spandau_Spandau,Parkstr.,2D,13585,837.07,571.38,265.69,64.93,2.0,2.0,,True,True,False,False,False,,apartment,district_heating,well_kept,,1995.0,,False,,
113766599,Berlin,Adlershof_Treptow,Wilhelm-Hoff-Stra&szlig;e,23,12489,1031.66,873.94,118.29,80.0,3.0,3.0,3.0,True,False,False,False,False,,apartment,central_heating,,,2017.0,,False,A_PLUS,
107056352,Berlin,Spandau_Spandau,Hochhausweg,1,13589,586.41,417.46,168.95,62.4,2.0,1.0,,True,False,False,False,True,,other,gas_heating,refurbished,,1973.0,,False,B,1.0
115688565,Berlin,Alt_Hohenschönhausen_Hohenschönhausen,Gro&szlig;e-Leege-Str.,47,13055,448.93,337.41,111.52,47.0,2.0,2.0,,True,False,False,False,False,,apartment,,,,1930.0,,False,D,
115670423,Berlin,Köpenick_Köpenick,no_information,,12555,926.0,766.0,90.0,76.6,3.0,1.0,4.0,False,False,True,False,False,,apartment,,,,2000.0,,False,,
100774211,Berlin,Prenzlauer_Berg_Prenzlauer_Berg,Erich-Weinert-Str.,146,10409,430.0,367.0,63.0,32.57,1.0,4.0,4.0,False,True,False,False,False,negotiable,apartment,self_contained_central_heating,well_kept,normal,1911.0,2017.0,False,,
113145862,Berlin,Weißensee_Weißensee,Blechenstr.,16,13086,562.34,432.25,130.09,34.58,1.0,0.0,,False,True,False,False,False,,ground_floor,gas_heating,,,1932.0,,False,,
109443286,Berlin,Karlshorst_Lichtenberg,no_information,,10318,1525.0,1175.0,350.0,117.4,4.0,0.0,0.0,True,True,True,True,False,,ground_floor,self_contained_central_heating,modernized,normal,1930.0,2019.0,False,,1.0
115705019,Berlin,Neukölln_Neukölln,Peter-Anders-Stra&szlig;e,8,12057,416.4,273.4,93.0,39.28,1.0,4.0,,True,True,False,False,True,,apartment,central_heating,,,1976.0,,False,D,
115543998,Berlin,Bohnsdorf_Treptow,Johannes-Tobei-Str.,19,12526,1330.55,1105.38,143.29,81.88,4.0,1.0,2.0,True,True,False,False,False,negotiable,apartment,district_heating,first_time_use,normal,2019.0,,True,B,0.0
107358286,Berlin,Lichtenberg_Lichtenberg,Kubornstra&szlig;e,28,10367,631.47,489.82,141.65,45.73,2.0,0.0,,True,True,True,False,False,,ground_floor,district_heating,well_kept,,1930.0,,False,,
83159065,Berlin,Charlottenburg_Charlottenburg,no_information,,14052,1522.0,1131.0,231.0,87.02,3.0,1.0,3.0,False,True,True,True,False,no,apartment,oil_heating,mint_condition,sophisticated,1938.0,2016.0,False,,
115202829,Berlin,Tiergarten_Tiergarten,Alt Moabit,48b,10555,2980.0,2575.0,260.0,142.0,4.0,5.0,5.0,True,False,True,False,True,negotiable,roof_storey,central_heating,first_time_use_after_refurbishment,sophisticated,,2019.0,False,NO_INFORMATION,1.0
113860906,Berlin,Staaken_Spandau,Heerstr.,402,13593,999.0,639.0,180.0,92.0,3.5,3.0,,False,False,False,False,False,negotiable,apartment,central_heating,well_kept,normal,1973.0,,False,NO_INFORMATION,
115606148,Berlin,Charlottenburg_Charlottenburg,Englische Stra&szlig;e,20,10587,1200.0,1020.0,180.0,48.65,2.0,2.0,5.0,True,True,True,False,True,no,apartment,floor_heating,first_time_use,sophisticated,2019.0,,True,,
113406661,Berlin,Biesdorf_Marzahn,no_information,,12683,750.0,600.0,150.0,57.0,2.0,1.0,3.0,False,True,False,True,False,negotiable,raised_ground_floor,central_heating,well_kept,normal,1910.0,2005.0,False,E,
113068147,Berlin,Biesdorf_Marzahn,Blumberger Damm,4,12683,749.33,479.74,269.59,80.09,2.0,0.0,,True,True,True,False,True,,ground_floor,district_heating,well_kept,,1983.0,,False,,
59185386,Berlin,Mitte_Mitte,Seydelstr.,23,10117,2598.64,2195.76,402.88,156.84,4.0,1.0,6.0,True,False,True,True,True,negotiable,ground_floor,central_heating,mint_condition,sophisticated,2011.0,,False,,1.0
114121422,Berlin,Mitte_Mitte,Invalidenstrasse,1,10115,2288.06,2091.94,196.12,65.37,2.0,2.0,5.0,False,False,True,False,True,no,,central_heating,refurbished,luxury,2018.0,,False,,
115615043,Berlin,Friedrichshain_Friedrichshain,Kopernikusstra&szlig;e,25b,10245,1139.3,1005.3,134.0,55.85,2.0,0.0,6.0,False,True,False,True,True,negotiable,ground_floor,floor_heating,first_time_use,sophisticated,2019.0,,True,A,1.0
111293635,Berlin,Friedrichshain_Friedrichshain,Dolziger Stra&szlig;e,39,10247,580.0,500.0,80.0,23.0,1.0,2.0,5.0,True,True,False,False,False,no,apartment,central_heating,well_kept,normal,1910.0,,False,,
113866302,Berlin,Marzahn_Marzahn,Ludwig-Renn-Stra&szlig;e,64,12687,839.46,671.43,114.26,67.21,3.0,2.0,5.0,True,False,False,False,True,,apartment,,,,2019.0,,True,,
115339736,Berlin,Tiergarten_Tiergarten,Heidestra&szlig;e,19,10557,1325.39,1130.48,129.94,64.97,2.0,3.0,5.0,True,True,True,False,True,negotiable,apartment,district_heating,first_time_use,sophisticated,2019.0,2019.0,True,B,
115200631,Berlin,Tiergarten_Tiergarten,Alt Moabit,48a,10555,2260.0,1955.0,195.0,108.0,4.0,5.0,5.0,True,False,True,False,True,negotiable,roof_storey,central_heating,first_time_use_after_refurbishment,sophisticated,,2019.0,False,NO_INFORMATION,1.0
111418447,Berlin,Kreuzberg_Kreuzberg,Taborstra&szlig;e,19,10997,654.43,559.36,65.0,34.96,1.0,4.0,,False,True,False,False,False,,apartment,central_heating,,,1920.0,,False,D,
111349904,Berlin,Alt_Hohenschönhausen_Hohenschönhausen,Seefelder Str.,50,13053,473.82,320.11,153.71,61.0,3.0,8.0,,True,False,False,False,False,,apartment,,,,1983.0,,False,,
115231465,Berlin,Grunewald_Wilmersdorf,no_information,,14193,2600.0,2210.0,390.0,130.0,4.0,,,True,False,False,False,False,negotiable,apartment,oil_heating,refurbished,sophisticated,1898.0,2008.0,False,,
104656953,Berlin,Wedding_Wedding,no_information,,13357,1115.0,951.0,108.0,61.82,2.0,,5.0,False,False,True,False,False,negotiable,apartment,central_heating,first_time_use_after_refurbishment,,1900.0,,False,,
111306371,Berlin,Marienfelde_Tempelhof,Kaiserallee,27,12277,999.0,720.0,279.0,77.13,3.0,2.0,,True,True,False,False,False,,apartment,central_heating,,,1972.0,,False,,0.0
106858253,Berlin,Pankow_Pankow,Brehmestra&szlig;e,59,13187,1300.0,1100.0,120.0,74.07,2.0,1.0,,True,False,True,False,False,,apartment,central_heating,refurbished,,1900.0,,False,D,
115354373,Berlin,Friedrichshain_Friedrichshain,no_information,,10249,850.0,850.0,0.0,40.0,1.0,,,False,False,True,False,False,,ground_floor,,,,,,False,,
115031186,Berlin,Friedrichshain_Friedrichshain,Stralauer Allee,14a,10245,2820.0,2500.0,320.0,127.0,3.0,1.0,7.0,True,True,True,False,True,,apartment,central_heating,mint_condition,,2019.0,,True,B,1.0
103105149,Berlin,Charlottenburg_Charlottenburg,no_information,,14059,1988.2,1612.05,376.15,107.47,2.0,4.0,5.0,True,True,True,False,True,,apartment,,first_time_use,sophisticated,,,False,,
115708149,Berlin,Steglitz_Steglitz,Benzmannstra&szlig;e,14,12167,900.0,700.0,200.0,51.0,2.0,2.0,5.0,False,False,True,False,False,,apartment,,,,1977.0,,False,NO_INFORMATION,
113704144,Berlin,Charlottenburg_Charlottenburg,Soorstra&szlig;e,59,14057,1135.0,937.9,130.0,66.6,2.0,1.0,5.0,False,False,True,False,True,,apartment,district_heating,,,1950.0,,False,D,
108522435,Berlin,Wilmersdorf_Wilmersdorf,no_information,,10717,1190.4,1054.0,136.4,62.0,2.5,3.0,5.0,True,False,True,False,True,negotiable,apartment,central_heating,mint_condition,luxury,1956.0,2016.0,False,,
105304689,Berlin,Kreuzberg_Kreuzberg,Monumentenstra&szlig;e,27,10965,751.0,692.0,59.0,43.25,2.0,0.0,4.0,False,False,True,False,False,,ground_floor,self_contained_central_heating,well_kept,normal,1906.0,,False,NO_INFORMATION,
101697726,Berlin,Schmargendorf_Wilmersdorf,Hohenzollerndamm,58,14199,976.0,722.0,254.0,66.96,2.0,5.0,7.0,True,False,False,False,True,negotiable,apartment,central_heating,,,1972.0,,False,F,
111311463,Berlin,Friedrichshain_Friedrichshain,no_information,,10247,2600.0,2300.0,300.0,132.0,4.0,5.0,5.0,True,True,True,True,True,negotiable,penthouse,,mint_condition,sophisticated,2015.0,,False,,1.0
111349895,Berlin,Alt_Hohenschönhausen_Hohenschönhausen,Reichenberger Stra&szlig;e,6,13055,610.9,499.8,111.1,49.0,2.0,2.0,,True,False,False,False,False,,apartment,,,,2017.0,,False,C,
111170631,Berlin,Staaken_Spandau,Schulstrasse,13 - 21,13591,909.0,699.0,210.0,63.0,2.5,3.0,3.0,True,True,False,True,False,no,roof_storey,combined_heat_and_power_plant,first_time_use_after_refurbishment,sophisticated,2019.0,2019.0,True,,1.0
98709822,Berlin,Charlottenburg_Charlottenburg,Kantstr.,89,10627,1570.0,1450.0,120.0,85.0,2.0,5.0,5.0,True,False,True,False,False,no,roof_storey,gas_heating,first_time_use,luxury,1919.0,2017.0,False,,
111373672,Berlin,Weißensee_Weißensee,Charlottenburger Str.,24,13086,900.0,740.0,90.0,52.3,2.0,3.0,5.0,True,True,True,False,True,,apartment,floor_heating,first_time_use,sophisticated,2019.0,,True,,1.0
77202541,Berlin,Friedrichshain_Friedrichshain,Simplonstra&szlig;e,17,10245,1121.66,934.72,87.63,58.42,2.0,2.0,5.0,True,True,False,False,True,negotiable,apartment,central_heating,refurbished,normal,1900.0,2005.0,False,,
106340887,Berlin,Neukölln_Neukölln,Flughafenstra&szlig;e,72,12049,1478.0,1258.0,160.0,74.0,3.0,4.0,5.0,True,True,True,False,True,,apartment,,first_time_use,sophisticated,2018.0,2018.0,True,A,
110175393,Berlin,Kreuzberg_Kreuzberg,Fidicinstr.,33,10965,914.0,809.0,105.0,33.7,1.0,2.0,4.0,False,False,False,False,False,negotiable,apartment,central_heating,,,1900.0,,False,,
