scoutId,regio2,regio3,street,houseNumber,geo_plz,totalRent,baseRent,serviceCharge,livingSpace,noRooms,floor,numberOfFloors,balcony,cellar,hasKitchen,garden,lift,petsAllowed,typeOfFlat,heatingType,condition,interiorQual,yearConstructed,lastRefurbish,newlyConst,energyEfficiencyClass,noParkSpaces
115671495,Berlin,Staaken_Spandau,Metropolitan Park,63,13591,1140.0,820.0,320.0,77.0,3.0,0.0,3.0,True,False,True,False,True,negotiable,ground_floor,central_heating,,,,,False,,1.0
113359456,Berlin,Weißensee_Weißensee,B&ouml;rnestra&szlig;e,11,13086,955.0,808.0,79.0,62.63,2.0,0.0,3.0,False,False,False,False,False,negotiable,ground_floor,central_heating,refurbished,,1918.0,,False,,
113704695,Berlin,Mitte_Mitte,Stallschreiberstra&szlig;e,27,10179,1300.0,1150.0,150.0,46.4,2.0,3.0,5.0,True,True,True,False,True,no,apartment,floor_heating,first_time_use,luxury,2019.0,,True,,1.0
107589685,Berlin,Kreuzberg_Kreuzberg,Hallesche Stra&szlig;e,5a,10963,1428.78,1200.0,228.78,67.0,2.5,6.0,7.0,True,True,True,False,True,negotiable,apartment,floor_heating,mint_condition,sophisticated,2017.0,,False,,
114773727,Berlin,Tiergarten_Tiergarten,Heidestra&szlig;e,19,10557,1559.05,1338.43,147.08,73.54,2.0,0.0,6.0,True,True,True,False,True,negotiable,ground_floor,district_heating,first_time_use,sophisticated,2019.0,2019.0,True,B,
113764604,Berlin,Grünau_Köpenick,Waldkiefernring,5,12527,1280.0,1048.0,232.0,83.14,3.0,1.0,2.0,True,True,True,False,False,,apartment,combined_heat_and_power_plant,mint_condition,sophisticated,2014.0,,False,,1.0
113829068,Berlin,Marzahn_Marzahn,B&auml;rensteinstr.,42,12685,656.72,435.61,221.11,62.23,3.0,16.0,,True,False,False,False,True,,apartment,district_heating,modernized,,1980.0,,False,,
113297201,Berlin,Neu_Hohenschönhausen_Hohenschönhausen,Falkenberger Chaussee,130,13057,861.0,699.0,162.0,71.2,3.0,4.0,,True,True,True,False,True,,apartment,district_heating,modernized,,1984.0,,False,C,
112185558,Berlin,Hellersdorf_Hellersdorf,Luckenwalder Str.,94,12629,415.51,314.78,67.15,41.97,1.0,2.0,5.0,False,True,False,False,False,negotiable,apartment,central_heating,first_time_use_after_refurbishment,sophisticated,1988.0,2019.0,False,,
115200338,Berlin,Prenzlauer_Berg_Prenzlauer_Berg,Kastanienallee,87,10435,2565.0,2225.0,200.0,165.68,4.0,6.0,6.0,True,True,True,False,True,negotiable,roof_storey,district_heating,refurbished,sophisticated,1910.0,2007.0,False,,
110747740,Berlin,Französisch_Buchholz_Pankow,no_information,,13127,1125.0,792.0,215.0,88.0,3.5,1.0,2.0,True,False,True,False,False,no,apartment,central_heating,well_kept,sophisticated,1890.0,1992.0,False,,
111780700,Berlin,Charlottenburg_Charlottenburg,no_information,,10589,2830.0,2380.0,450.0,140.0,3.0,6.0,6.0,True,True,True,False,True,,penthouse,floor_heating,,,2018.0,,True,,
110664680,Berlin,Mitte_Mitte,Chausseestra&szlig;e,41 c,10115,1893.09,1640.6,161.65,97.9,3.0,4.0,6.0,True,True,True,False,True,negotiable,apartment,floor_heating,first_time_use,sophisticated,2017.0,,False,A,
115218458,Berlin,Prenzlauer_Berg_Prenzlauer_Berg,Sch&ouml;nhauser Allee,68,10437,1747.63,1456.35,291.28,97.09,3.0,2.0,5.0,False,False,True,False,False,,apartment,central_heating,refurbished,,1900.0,,False,,
111377979,Berlin,Mariendorf_Tempelhof,Gersdorfstr.,67,12105,618.21,502.46,115.75,62.75,2.5,0.0,4.0,False,True,False,True,False,negotiable,raised_ground_floor,self_contained_central_heating,modernized,sophisticated,1927.0,2015.0,False,E,
115232156,Berlin,Neukölln_Neukölln,Weserstr.,204,12047,399.84,309.84,55.0,35.0,1.0,1.0,,False,False,False,False,False,negotiable,apartment,central_heating,well_kept,normal,1900.0,,False,,
115442980,Berlin,Prenzlauer_Berg_Prenzlauer_Berg,Oderberger Stra&szlig;e,51/ 52,10435,2018.38,1698.64,319.74,99.92,3.0,5.0,5.0,True,False,False,False,False,yes,maisonette,central_heating,refurbished,,,,False,,
111391200,Berlin,Tiergarten_Tiergarten,Spenerstra&szlig;e,36,10557,1000.0,845.0,100.0,41.58,2.0,6.0,7.0,True,True,True,False,False,,apartment,district_heating,,,1975.0,,False,F,1.0
105407548,Berlin,Charlottenburg_Charlottenburg,no_information,,14052,1125.0,875.0,250.0,81.0,2.0,1.0,3.0,True,True,True,True,False,negotiable,apartment,central_heating,well_kept,sophisticated,1990.0,,False,,1.0
115169848,Berlin,Schmargendorf_Wilmersdorf,Hohenzollerndamm,53,14199,1567.7,1247.7,170.0,145.0,4.5,0.0,4.0,False,False,False,False,False,negotiable,ground_floor,central_heating,well_kept,normal,1910.0,,False,,
110091597,Berlin,Wedding_Wedding,Burgsdorfstra&szlig;e,5,13353,1399.0,1189.0,151.0,82.0,3.0,2.0,5.0,False,False,True,False,False,negotiable,apartment,central_heating,refurbished,,,2017.0,False,,
113322564,Berlin,Köpenick_Köpenick,Salvador-Allende-Str.,76D,12559,549.0,449.0,50.0,47.0,1.0,2.0,4.0,True,False,True,False,False,negotiable,apartment,central_heating,well_kept,normal,1997.0,,False,,
106922848,Berlin,Tiergarten_Tiergarten,"Gabriele-Tergit-Promenade 59,9",21,10963,1289.65,1080.0,209.65,59.9,2.0,11.0,14.0,True,True,True,True,True,no,terraced_flat,floor_heating,first_time_use,luxury,2018.0,,True,B,
115690229,Berlin,Siemensstadt_Spandau,Wattstra&szlig;e,4a,13629,989.0,749.0,170.0,69.75,2.0,4.0,6.0,True,False,True,False,True,negotiable,apartment,gas_heating,well_kept,normal,1990.0,,False,,1.0
106347457,Berlin,Tiergarten_Tiergarten,Wilhelmshavener Stra&szlig;e,11,10551,1299.0,1013.0,204.0,68.06,3.0,,5.0,False,False,True,False,True,negotiable,apartment,central_heating,first_time_use_after_refurbishment,,1959.0,,False,,
113669780,Berlin,Britz_Neukölln,Franz-K&ouml;rner-Stra&szlig;e,99,12347,2500.0,1720.0,700.0,220.0,4.0,,5.0,True,True,True,True,False,negotiable,roof_storey,central_heating,refurbished,sophisticated,1998.0,,False,,2.0
107322178,Berlin,Buch_Pankow,R&ouml;bellweg,26,13125,604.0,450.0,154.0,40.0,1.5,2.0,2.0,False,True,True,False,False,negotiable,other,central_heating,,,,,False,,
107340460,Berlin,Friedrichshain_Friedrichshain,Stralauer Platz,37/38,10243,1406.68,1253.78,91.74,61.16,2.0,8.0,11.0,True,False,True,False,True,no,apartment,floor_heating,first_time_use,sophisticated,,2018.0,False,,
107378502,Berlin,Karow_Weißensee,Forkenzeile,22,13125,822.97,636.01,186.96,68.75,3.0,3.0,,True,True,True,False,False,,apartment,district_heating,well_kept,,1997.0,,False,,
108177922,Berlin,Mitte_Mitte,Pflugstra&szlig;e,18,10115,1300.0,1150.0,80.0,49.39,2.0,3.0,4.0,True,True,True,False,False,,apartment,central_heating,,,1958.0,,False,C,
115176177,Berlin,Friedrichshain_Friedrichshain,no_information,,10245,1766.0,1500.0,155.0,111.0,3.0,5.0,5.0,True,False,True,False,False,negotiable,roof_storey,central_heating,,,1914.0,,False,,
107048866,Berlin,Wilmersdorf_Wilmersdorf,Westf&auml;lische Str.,57,10711,545.0,430.0,115.0,36.08,1.0,3.0,,False,False,False,False,False,,,district_heating,,,1912.0,,False,,
115691712,Berlin,Neukölln_Neukölln,Sander Strasse,3,12047,1200.0,1050.0,150.0,53.0,2.0,5.0,5.0,True,True,True,False,False,no,roof_storey,,modernized,normal,1910.0,2015.0,False,,
113058948,Berlin,Reinickendorf_Reinickendorf,Zermatter Stra&szlig;e,10,13407,899.0,764.0,90.0,46.34,2.0,,4.0,True,False,True,False,False,,apartment,district_heating,,,1933.0,,False,D,
66012954,Berlin,Wedding_Wedding,Kolberger Stra&szlig;e,16,13357,1095.0,980.0,115.0,93.0,2.0,3.0,4.0,False,True,True,False,False,negotiable,apartment,self_contained_central_heating,fully_renovated,normal,1900.0,,False,,
112590971,Berlin,Charlottenburg_Charlottenburg,Meinekestra&szlig;e,21,10719,1710.1,1387.36,228.79,95.68,2.0,3.0,8.0,True,False,True,False,True,negotiable,apartment,district_heating,well_kept,sophisticated,1992.0,,False,C,
111328308,Berlin,Schmöckwitz_Köpenick,no_information,,12527,1215.0,990.0,225.0,90.0,3.0,2.0,3.0,False,False,False,False,False,,apartment,central_heating,first_time_use_after_refurbishment,,1932.0,,False,B,
107322422,Berlin,Französisch_Buchholz_Pankow,Rupertweg,1,13127,1190.0,890.0,300.0,83.0,3.0,2.0,3.0,True,True,True,True,True,no,apartment,floor_heating,mint_condition,sophisticated,2016.0,,False,,1.0
107335223,Berlin,Wedding_Wedding,Togostra&szlig;e,75,13351,890.0,800.0,90.0,49.0,2.0,0.0,,False,True,True,False,False,no,apartment,,first_time_use_after_refurbishment,sophisticated,1910.0,2018.0,False,,
111391755,Berlin,Wittenau_Reinickendorf,Triftstr.,3D,13437,1688.94,1243.79,445.15,120.44,5.0,,,True,False,True,False,False,,roof_storey,district_heating,fully_renovated,,1995.0,,False,,
107067726,Berlin,Neukölln_Neukölln,Heinrich-Schlusnus-Stra&szlig;e,7,12057,478.74,311.99,100.05,43.88,1.0,,,True,False,False,False,True,,apartment,,,,1977.0,,False,,1.0
94643275,Berlin,Mitte_Mitte,Krausenstra&szlig;e,37,10117,1200.0,990.0,210.0,59.54,2.0,1.0,7.0,True,True,True,False,True,,apartment,floor_heating,mint_condition,sophisticated,2016.0,,False,,
111417811,Berlin,Tiergarten_Tiergarten,Klara Franke Strasse,8,10557,690.0,640.0,50.0,11.0,1.0,5.0,6.0,True,False,True,False,False,no,apartment,central_heating,modernized,sophisticated,,2019.0,False,,
115694712,Berlin,Mitte_Mitte,Invalidenstrasse,6,10115,1783.08,1577.34,205.74,68.58,2.0,2.0,4.0,False,False,True,False,True,no,,central_heating,refurbished,sophisticated,1915.0,,False,,
106076483,Berlin,Spandau_Spandau,Wasserwerkstr.,35,13589,685.97,520.75,165.22,54.07,1.5,6.0,,True,True,False,False,True,,apartment,district_heating,modernized,,1964.0,,False,,
111407639,Berlin,Adlershof_Treptow,Newtonstrasse,4 B,12489,475.2,351.0,124.2,54.0,2.0,2.0,,True,False,False,False,False,,apartment,,,,2019.0,,True,B,
111408559,Berlin,Friedenau_Schöneberg,Rubensstra&szlig;e,0,12167,627.13,503.87,71.66,57.33,2.0,1.0,4.0,True,False,False,False,False,negotiable,apartment,central_heating,need_of_renovation,simple,1900.0,,False,,
115573335,Berlin,Alt_Hohenschönhausen_Hohenschönhausen,Gro&szlig;e-Leege-Str.,47 a,13055,489.2,365.37,123.83,51.0,2.0,1.0,,True,False,False,False,False,,ground_floor,,,,1930.0,,False,D,
111415665,Berlin,Mitte_Mitte,no_information,,10115,2990.0,2750.0,240.0,106.1,4.0,5.0,6.0,True,False,False,False,False,,,central_heating,,luxury,2016.0,,False,,
114344449,Berlin,Wedding_Wedding,M&uuml;llerstr.,67,13349,700.0,575.0,56.0,40.34,2.0,4.0,4.0,False,False,False,False,False,,apartment,,,,1900.0,,False,,
111378418,Berlin,Prenzlauer_Berg_Prenzlauer_Berg,Stra&szlig;burgerstr,60,10405,1734.0,1599.0,105.0,81.5,3.0,2.0,4.0,False,False,True,False,False,negotiable,,,mint_condition,sophisticated,,,False,,
111312202,Berlin,Mitte_Mitte,Wadzeckstra&szlig;e,4,10178,660.0,560.0,100.0,19.5,1.0,6.0,,True,True,True,False,False,,,,,,,,False,,
114254627,Berlin,Schöneberg_Schöneberg,Ansbacher Stra&szlig;e,61,10777,1350.0,1210.0,140.0,62.0,2.0,1.0,,True,True,False,False,False,,apartment,central_heating,,normal,,,False,,
99676399,Berlin,Friedrichshain_Friedrichshain,Simon-Dach-Stra&szlig;e,26,10245,750.0,625.0,125.0,78.88,2.0,0.0,5.0,False,True,False,False,False,negotiable,ground_floor,self_contained_central_heating,first_time_use_after_refurbishment,normal,1920.0,2019.0,False,,
74647964,Berlin,Wedding_Wedding,Kiautschoustra&szlig;e,18,13353,714.0,629.0,85.0,59.95,2.0,1.0,,True,False,False,False,False,negotiable,apartment,self_contained_central_heating,refurbished,sophisticated,1900.0,2014.0,False,,
115174027,Berlin,Weißensee_Weißensee,Brodenbacher Weg,36,13088,2244.62,1763.63,368.76,160.33,7.0,5.0,5.0,True,True,False,False,True,negotiable,apartment,district_heating,first_time_use,sophisticated,2019.0,,True,A,1.0
98325573,Berlin,Friedrichsfelde_Lichtenberg,Allee der Kosmonauten,21B,10315,620.0,510.0,110.0,38.0,1.0,,6.0,True,False,False,False,True,negotiable,apartment,central_heating,first_time_use,sophisticated,2016.0,,False,A,50.0
115667595,Berlin,Karlshorst_Lichtenberg,no_information,,10318,845.0,745.0,75.0,68.0,2.5,,2.0,False,True,True,True,False,negotiable,roof_storey,gas_heating,well_kept,normal,1997.0,2010.0,False,,1.0
114570388,Berlin,Prenzlauer_Berg_Prenzlauer_Berg,"Malm&ouml;er Stra&szlig;e, WE",23,10439,3362.41,2952.36,410.05,164.0,4.0,,,False,True,False,False,True,,apartment,self_contained_central_heating,mint_condition,,2019.0,,True,C,
111389979,Berlin,Charlottenburg_Charlottenburg,Meinekestra&szlig;e,20,10719,2992.67,2481.92,372.29,155.12,4.0,7.0,8.0,True,True,True,False,True,negotiable,apartment,district_heating,well_kept,sophisticated,1992.0,,False,C,
107060125,Berlin,Siemensstadt_Spandau,Nonnendammallee,100,13629,899.0,668.0,231.0,81.14,3.0,4.0,,True,False,False,False,False,negotiable,,self_contained_central_heating,modernized,sophisticated,1957.0,,False,,
113663285,Berlin,Tiergarten_Tiergarten,Ufnaustra&szlig;e,2,10553,1100.0,973.0,85.0,57.95,2.0,1.0,7.0,True,False,True,False,False,,apartment,central_heating,,,1905.0,,False,E,
115589954,Berlin,Tiergarten_Tiergarten,Gabriele Tergit Promenade,21,10963,2700.0,2215.0,485.0,119.0,4.0,6.0,12.0,True,True,True,False,True,,apartment,central_heating,mint_condition,sophisticated,2019.0,2019.0,True,B,1.0
106960235,Berlin,Wilmersdorf_Wilmersdorf,Bundesallee,17,10717,490.0,400.0,90.0,30.0,1.0,1.0,7.0,False,True,False,False,True,negotiable,,central_heating,mint_condition,sophisticated,1968.0,2016.0,False,,
115469335,Berlin,Oberschöneweide_Köpenick,Slabystra&szlig;e,17,12459,480.0,340.0,140.0,20.0,1.0,4.0,4.0,False,False,True,False,True,,apartment,gas_heating,,,,,False,,
111411127,Berlin,Pankow_Pankow,Damerowstra&szlig;e,60a,13187,1190.0,1100.0,90.0,58.3,2.0,2.0,,True,False,True,False,False,,apartment,self_contained_central_heating,,,1905.0,,False,F,
105737676,Berlin,Hellersdorf_Hellersdorf,Havell&auml;nder Ring,15,12629,526.0,439.0,87.0,35.49,1.0,3.0,,True,True,False,False,True,,apartment,district_heating,modernized,,1985.0,,False,,
111248453,Berlin,Prenzlauer_Berg_Prenzlauer_Berg,Kors&ouml;rer Str.,09,10437,700.0,625.0,75.0,30.44,1.0,,,False,False,False,False,False,,apartment,central_heating,well_kept,,1902.0,,False,E,
107355160,Berlin,Neukölln_Neukölln,Kiehlufer,43,12059,559.0,491.0,68.0,29.6,1.0,3.0,,False,False,False,False,False,negotiable,apartment,central_heating,modernized,sophisticated,1900.0,,False,,
111265543,Berlin,Tiergarten_Tiergarten,Alte Potsdamer Stra&szlig;e,11,10785,1882.0,1488.0,394.0,87.55,3.0,5.0,8.0,True,True,True,False,True,,apartment,central_heating,fully_renovated,,1998.0,,False,,1.0
104632776,Berlin,Spandau_Spandau,Burbacher Weg,3,13583,649.92,473.01,176.91,56.92,2.0,0.0,,True,True,False,False,True,,ground_floor,district_heating,modernized,,1964.0,,False,,
107346031,Berlin,Grünau_Köpenick,Regattastra&szlig;e,67,12527,1270.0,1015.0,255.0,96.47,3.0,0.0,,True,False,True,False,False,,roof_storey,,,,1999.0,,False,,
113452528,Berlin,Neukölln_Neukölln,Bendastra&szlig;e,1,12051,1160.0,1080.0,,54.0,2.0,,,True,True,True,False,False,,apartment,,,,,,False,,
104623572,Berlin,Köpenick_Köpenick,Luisenstra&szlig;e,23,12557,1000.0,800.0,200.0,80.86,3.0,0.0,4.0,False,True,False,True,False,,ground_floor,central_heating,mint_condition,sophisticated,1900.0,2017.0,False,,
106687406,Berlin,Mitte_Mitte,Linienstra&szlig;e,165,10115,7850.0,7000.0,850.0,307.0,5.0,0.0,,False,True,True,True,False,,maisonette,central_heating,,,1900.0,,False,,
113617210,Berlin,Charlottenburg_Charlottenburg,Marburger Str,2,10789,3704.0,2964.0,740.0,247.0,7.0,5.0,5.0,True,True,True,False,True,,roof_storey,district_heating,modernized,sophisticated,1895.0,,False,,
110766545,Berlin,Johannisthal_Treptow,Sterndamm,100,12487,700.0,570.0,70.0,57.0,2.0,3.0,4.0,True,True,True,False,False,negotiable,apartment,central_heating,negotiable,normal,1920.0,,False,,
111362317,Berlin,Kreuzberg_Kreuzberg,Hallesche Stra&szlig;e,5,10963,1961.0,1596.0,365.0,76.0,3.0,5.0,5.0,True,True,True,False,True,no,apartment,,mint_condition,sophisticated,2017.0,2017.0,False,,1.0
111360195,Berlin,Lichterfelde_Steglitz,no_information,,12205,374.85,227.85,75.0,29.4,1.0,,,False,False,True,False,False,no,half_basement,central_heating,well_kept,normal,1904.0,,False,,
107361362,Berlin,Tiergarten_Tiergarten,Bredowstra&szlig;e,41,10551,900.0,900.0,0.0,45.0,1.5,5.0,,False,False,False,False,False,no,apartment,,well_kept,normal,,,False,,
106838043,Berlin,Köpenick_Köpenick,An der Filmfabrik,6,12555,1594.0,1201.0,185.0,103.55,3.0,,,True,True,True,False,False,,apartment,district_heating,refurbished,sophisticated,,2012.0,False,,
113217403,Berlin,Marzahn_Marzahn,B&auml;rensteinstr.,42,12685,660.0,440.25,219.75,61.85,2.0,3.0,,False,False,False,False,True,,apartment,district_heating,modernized,,1980.0,,False,,
115404991,Berlin,Grünau_Köpenick,Dahmestra&szlig;e,4a,12527,1067.24,867.24,200.0,72.27,2.0,0.0,3.0,True,True,False,True,True,negotiable,ground_floor,central_heating,well_kept,sophisticated,2017.0,,False,A_PLUS,1.0
115705785,Berlin,Konradshöhe_Reinickendorf,no_information,,13505,900.0,800.0,,62.0,2.0,,,False,False,False,True,False,,apartment,,,,,,False,,
110905751,Berlin,Karow_Weißensee,Pfannschmitdtstr.,35,13125,953.0,749.0,204.0,74.49,3.0,1.0,,False,True,False,False,False,,apartment,district_heating,modernized,,1997.0,,False,C,
110280587,Berlin,Heinersdorf_Weißensee,Tino-Schwierzina-Stra&szlig;e,30,13089,655.0,505.0,150.0,21.0,1.0,3.0,3.0,False,False,True,False,True,,apartment,district_heating,mint_condition,sophisticated,2016.0,,False,,
95237488,Berlin,Tiergarten_Tiergarten,Flottwellstra&szlig;e,22,10785,1543.16,1301.16,242.0,92.94,3.0,1.0,,True,False,False,False,False,,apartment,,,,2015.0,,False,,
115669067,Berlin,Wilmersdorf_Wilmersdorf,Bregenzer Stra&szlig;e,8,10707,1250.75,1084.59,166.16,100.1,3.0,4.0,,True,False,False,False,False,,,,,,1914.0,,False,,
111045647,Berlin,Schöneberg_Schöneberg,Rosenheimer Stra&szlig;e,31,10781,1048.0,898.0,110.0,56.13,2.0,0.0,4.0,True,True,False,False,False,negotiable,raised_ground_floor,central_heating,first_time_use_after_refurbishment,normal,1956.0,2019.0,False,,
110711076,Berlin,Wedding_Wedding,Triftstrasse,46,13353,795.0,695.0,100.0,50.0,1.0,0.0,5.0,False,True,True,False,False,no,ground_floor,district_heating,first_time_use_after_refurbishment,sophisticated,1904.0,2018.0,False,,
115440309,Berlin,Wilmersdorf_Wilmersdorf,Blissestr.,58,10713,1560.0,1350.0,210.0,103.0,3.0,1.0,5.0,True,False,True,False,False,,apartment,central_heating,first_time_use_after_refurbishment,sophisticated,1906.0,2020.0,False,D,
106305471,Berlin,Charlottenburg_Charlottenburg,no_information,,10623,1442.0,1300.0,142.0,129.0,4.0,1.0,4.0,True,False,False,False,False,negotiable,apartment,self_contained_central_heating,need_of_renovation,simple,1897.0,,False,F,
113682620,Berlin,Charlottenburg_Charlottenburg,Reichsstr.,36,14052,1240.0,960.0,140.0,97.79,3.0,4.0,,False,True,False,False,True,,apartment,central_heating,need_of_renovation,,1954.0,,False,,0.0
115627782,Berlin,Tiergarten_Tiergarten,Klara Franke Stra&szlig;e,16,10557,690.0,640.0,50.0,10.0,1.0,1.0,,True,False,True,False,False,no,apartment,central_heating,modernized,sophisticated,,,False,,
107313116,Berlin,Lichterfelde_Steglitz,Platz des 4 Juli,6,14167,499.0,409.0,90.0,29.2,1.0,1.0,,False,False,True,False,True,,,floor_heating,,,1937.0,,False,,
68847335,Berlin,Mitte_Mitte,Bauhofstr.,6,10117,2050.0,1750.0,300.0,109.0,3.0,1.0,,True,True,True,False,True,,apartment,district_heating,mint_condition,sophisticated,2012.0,,False,,1.0
111410575,Berlin,Spandau_Spandau,Germersheimer Weg,88,13583,576.58,394.85,181.73,46.02,1.5,3.0,,False,True,False,False,False,,apartment,district_heating,,,1961.0,,False,,
106910684,Berlin,Waidmannslust_Reinickendorf,Zabel-Kr&uuml;ger-Damm,28,13469,699.0,469.0,130.0,63.0,2.0,4.0,14.0,True,False,False,False,True,negotiable,apartment,district_heating,modernized,normal,1967.0,2018.0,False,,
107379074,Berlin,Reinickendorf_Reinickendorf,Pankower Allee,86,13409,510.0,410.0,100.0,62.0,2.0,2.0,4.0,True,False,False,False,False,no,apartment,self_contained_central_heating,,,1909.0,,False,,
110807756,Berlin,Buch_Pankow,Wiltbergstra&szlig;e,50,13125,892.0,660.0,232.0,70.34,2.0,1.0,2.0,True,True,True,False,False,negotiable,apartment,district_heating,first_time_use_after_refurbishment,sophisticated,1912.0,2015.0,False,,
110236823,Berlin,Friedrichshain_Friedrichshain,no_information,,10249,6500.0,5000.0,0.0,120.0,3.5,5.0,5.0,True,True,True,False,True,no,roof_storey,floor_heating,first_time_use,luxury,,2018.0,False,,1.0
107361112,Berlin,Mitte_Mitte,R&uuml;ckerstra&szlig;e,1,10119,2000.0,1750.0,140.0,81.88,3.0,3.0,3.0,True,True,True,False,False,,apartment,central_heating,well_kept,,1995.0,,False,D,1.0
113632492,Berlin,Tiergarten_Tiergarten,Rostocker Str.,18,10553,920.0,770.0,60.0,70.0,2.0,4.0,4.0,False,True,False,False,False,negotiable,apartment,central_heating,well_kept,normal,1893.0,,False,,
113853973,Berlin,Wittenau_Reinickendorf,Drostestra&szlig;e,7,13509,643.54,488.54,99.0,55.39,2.0,,,True,True,False,False,False,,ground_floor,central_heating,,,1930.0,,False,E,
113555418,Berlin,Tiergarten_Tiergarten,Beusselstra&szlig;e,31,10553,729.0,599.0,80.0,48.0,2.0,3.0,,False,False,False,False,False,negotiable,apartment,central_heating,well_kept,normal,1900.0,,False,D,
113809704,Berlin,Hellersdorf_Hellersdorf,Zossener Str.,169,12627,794.74,565.88,228.86,81.59,4.0,3.0,,True,True,False,False,False,,apartment,,,,1986.0,,False,C,
111179675,Berlin,Charlottenburg_Charlottenburg,no_information,,14057,2622.0,2208.0,414.0,138.0,5.0,5.0,5.0,False,False,True,False,True,,roof_storey,floor_heating,first_time_use,luxury,1900.0,,False,B,
110944919,Berlin,Reinickendorf_Reinickendorf,Rue du Commandant Jean Tulasne,4,13405,1039.41,819.0,122.61,81.9,2.0,3.0,,False,False,False,False,True,,apartment,,,,2019.0,,True,B,
113804322,Berlin,Lichterfelde_Steglitz,no_information,,12207,1320.1,965.1,235.0,111.96,3.0,2.0,4.0,True,True,False,False,False,negotiable,apartment,central_heating,well_kept,normal,1989.0,,False,,1.0
113134312,Berlin,Oberschöneweide_Köpenick,Gau&szlig;stra&szlig;e,2,12459,530.0,400.0,130.0,40.29,2.0,5.0,5.0,False,False,True,False,True,no,apartment,central_heating,,normal,1900.0,2011.0,False,,
115562846,Berlin,Kreuzberg_Kreuzberg,no_information,,10969,1200.0,1000.0,200.0,40.0,1.0,3.0,,True,False,True,False,True,,apartment,,,,,,False,,
113854722,Berlin,Wilmersdorf_Wilmersdorf,no_information,,10719,1471.5,1261.5,210.0,82.0,3.0,3.0,5.0,True,True,True,False,False,negotiable,apartment,district_heating,refurbished,sophisticated,1910.0,2018.0,False,,
115636163,Berlin,Friedrichshain_Friedrichshain,no_information,,10243,1400.0,1400.0,400.0,45.55,2.0,2.0,6.0,False,False,False,False,False,,apartment,,fully_renovated,,,,False,,
106437749,Berlin,Friedrichshain_Friedrichshain,Stralauer Platz,37/38,10243,1441.19,1295.62,87.35,58.23,2.0,10.0,11.0,True,False,True,False,True,no,apartment,floor_heating,first_time_use,sophisticated,,2018.0,False,,
110408250,Berlin,Karlshorst_Lichtenberg,Robert-Siewert-Stra&szlig;e,55,10318,873.4,778.4,55.0,56.0,2.0,,2.0,True,False,False,False,False,,apartment,floor_heating,first_time_use,,2019.0,,True,,
115658615,Berlin,Buckow_Neukölln,Alt-Buckow,23,12349,950.0,650.0,,68.0,2.5,,,True,True,True,False,False,,apartment,,,,,,False,,
113806419,Berlin,Wilmersdorf_Wilmersdorf,Ringbahnstra&szlig;e,12,10711,1365.0,1065.0,300.0,60.5,2.0,0.0,4.0,True,False,True,False,False,no,ground_floor,,first_time_use_after_refurbishment,luxury,1900.0,2019.0,False,,
42197499,Berlin,Lichtenberg_Lichtenberg,Weitlingstra&szlig;e,99,10317,1060.0,900.0,160.0,77.0,3.0,3.0,4.0,True,True,True,False,False,,apartment,central_heating,fully_renovated,sophisticated,1917.0,2018.0,False,,
107350025,Berlin,Buckow_Neukölln,Gr&uuml;ner Weg,96,12351,623.91,450.59,124.18,58.77,2.0,1.0,3.0,True,False,False,False,False,,apartment,,,,1958.0,,False,,
111099197,Berlin,Lichterfelde_Steglitz,K&ouml;nigsbergerstr.,14,12207,3850.0,3400.0,450.0,224.0,5.0,1.0,2.0,True,False,False,False,False,negotiable,apartment,oil_heating,fully_renovated,sophisticated,1908.0,2019.0,False,,
107371663,Berlin,Wedding_Wedding,Ruheplatzstra&szlig;e,22,13347,1018.84,693.84,250.0,96.5,3.0,3.0,5.0,True,True,True,False,True,yes,apartment,central_heating,fully_renovated,normal,1981.0,,False,,1.0
113372966,Berlin,Niederschöneweide_Treptow,Schnellerstra&szlig;e,103,12439,693.45,603.0,60.3,30.15,1.0,6.0,6.0,True,True,True,False,True,no,roof_storey,floor_heating,first_time_use,sophisticated,,2019.0,False,,
106750547,Berlin,Friedrichsfelde_Lichtenberg,Alfred-Kowalke-Stra&szlig;e,20,10315,1061.92,893.92,168.0,61.03,2.0,6.0,6.0,True,True,True,False,True,negotiable,,central_heating,first_time_use,sophisticated,2018.0,,True,,
115660650,Berlin,Adlershof_Treptow,Hoffmannstra&szlig;e,15,12489,970.0,750.0,220.0,70.0,2.5,3.0,4.0,True,False,True,False,False,yes,,gas_heating,,,,,False,,
103349748,Berlin,Friedrichsfelde_Lichtenberg,Alt-Friedrichsfelde,101,10315,859.0,649.0,210.0,67.21,2.5,3.0,4.0,False,False,False,False,False,negotiable,apartment,central_heating,refurbished,sophisticated,1912.0,2019.0,False,,
97712575,Berlin,Mitte_Mitte,K&ouml;penicker Stra&szlig;e,55,10179,1350.0,1350.0,0.0,40.0,2.0,,8.0,True,True,True,False,True,no,apartment,,mint_condition,sophisticated,,,False,,
92993505,Berlin,Johannisthal_Treptow,Johannes-Werner-Str.,23,12487,1415.0,1250.0,165.0,87.0,3.0,2.0,3.0,True,True,True,True,False,no,apartment,central_heating,mint_condition,luxury,1911.0,2018.0,False,,
